,text
953,"사실 살이 이렇게까지 찐 것도 아빠가 아프고 우울증이 오면서 폭식증으로 쪘는데, 지난 3달 간 열심히 감량한 건 아빠랑 웨딩사진이 찍고 싶기 때문이었다."
954,"@sabyeongjuggo
 님에게 보내는 답글"
955,"우울증 오기전엔 뭐든 살았는데
지금 다 놓고 이불에 말려있고싶음 한 일주일만 약에 절여서 있으먄 달라질까 내가"
956,"요즘에 내가 한 일이 기억이 안나
어제일도 기억 못하고 심하면 말하던거 까지 기억 못해서 애들이 나보고 금붕어녜
나 ㄹㅇ 어떡해? 이런거도 정신병원 가야돼?"
957,평생 우울증이다가 머리에 불붙은듯
958,"우울증 오기 전에 운동도 개열심히 해서
단백질파우더 집에 존나 쟁겨놨는데
지금은 무슨 숙성항아리마냥 놓여 있노
시발 앉아 있기도 힘든데 운동은 무슨 ㅗㅗ"
959,내 애니를 더빙해보는 게 꿈이었던 그 때가 좀 그립다. 지금은 뭐만하면 자존감 내려가서 우울증 걸린 놈 마냥 자살을 입에 달고 살고... 성우지망생도 때려치고... 애니메이터도 때려치고... ㅋㅋㅋㅋㅋㅋ ㅠㅜㅠ 그래도 그림 그리는 건 그만 안 둬서 다행이다. 너 그것도 안 하면 인생 망한다.
960,"평소엔 생각을 비우고 사는데 
생각도 많아지고 그게 다 아 무의미하다 지겹다 귀찮다 ㅈ같다 이러고 살아야하나 이런 단편적인 생각뿐

그러다 또 겨우 어떻게 오늘은 이겨내고 퇴근했다
이럴때면 아 이거 우울증상인데 더 심하면 병원가야하는데 싶다가 또 지나가곤 하더라ㅎ"
961,아이디어스은 택갈이시 입점취소사유임
962,왜 나는 다른 사람들보다 우울증을 더 안고 가야해?
963,"@404_not_flower
 님에게 보내는 답글"
964,이전에 우울증 심해져서 상담센터 가서 심리검사? 해봤거덩 평균치도 나오는데 우울감은 여성이 이상할 정도로 많이 나오더라 정병 수준을 약간 넘는 정도가 평균이야 근데 상담 선생님께서 그걸 또 여성이 원래 우울 증세가 많다고 말씀하시는 상황조차 암울하더라
965,"아 우울증 때문에 힘든데. 마까나자 씨
덕분에 웃음이 터졌...역시 이 탐라의
재미와 대마를 담당하고 계셔.."
966,"@xxx_rho
 님에게 보내는 답글"
967,오ま2girl? 최고의우울증치료제임ㅋ
968,"4년동안 우울증 증세가 보였는데
진짜 죽도록 꾹 참고
그렇게 원하던 입시까지 성공했는데
왜 이제 와서 다 무너진 느낌이 들지
지금이라도 정신과 가볼까"
969,얘들아.. 나 우울증 도진 것 같아서.. 더 뜸해지거나 아님 우울트 많이할 것 같애... 미안... 불편하면 이별해...
970,어....몰랐는데 어렸을때 했던 그런생각도 우울증 증상이라카네....
971,오늘 너무 지쳤어 너어무 내일도 지원나가기로 했는데 연습날! 잘 해낼 수 있다 아 왜  그렇게 화이팅을 못하고 계속 싸우고 근데 어차피 그 감각 난 이해 못하겠지 그리고 난 택배를 (생략) 이거 우울증이란 말야? 트위터서 보고 새삼 놀랐네? 용케 생활하고 지낸다 얘... 하여간 수고했어 나~
972,"@BLUE_gra2
 님에게 보내는 답글"
973,수족관?... 볼때마다 좀 싫어... 돌고래들이나 다른 동물들도 우울증걸려 죽는다구....8~8
974,"해외 연구기관이나 학회에서 작년부터 내내 코로나로 인한 여성들의, 특히 저임금 비정규직 유자식 여성의 경제적, 정신적 위기를 다루고 있다. 진짜 너무 많이 들어서 다른 주제로 넘길 정도로
그런 와중에 이 나라는 20대 여성의 우울증만 얘기해도 댓글부대가 난리니 요지경이 따로없네."
975,"@little_devil_vt
 님에게 보내는 답글"
976,"너무 무기력한 친구를 보면
같이 아픔을 공유하고싶어짐
어느샌가 보면 날 너무 의지하고 있음...
그게 또 싫진 않아서 으쌰으쌰 해주다가
내가 우울증 올 땐 그 친구가 없음"
977,요즘 우울감 장난 아녔다 2월 초 때보다 더 심했으면 심했지 덜 하진 않은 듯 입맛이 없어 엄마는 농성하냐 사춘기냐고 그러시는데 그냥 일상적인 만성우울증+핌약 콤보입니다 
978,"9번!
예전부터 고민 상담을 해온 경험이 있어서 여러명 자살을 막거나 우울증 완화에 도움을 준 적이 있어요! 대신에 제가 우울증에 걸리긴 했지만 그래도 후회는 없어요!"
979,다나카 케이이치의 <우울증 탈출> 보면서 임신과 출산이라는 행위에 강렬한 욕망을 느끼고 자신은 아이를 낳기 위해 살아왔다고 여기며 당장 출산을 할 수 없다는 사실에 우울감을 깊게 느끼는 여성의 사례가 나오는데.. 재생산이 여성의 능력이자 생물로서의 욕구라는걸 이해하면서도 너무 신기했음..
980,"우울증과 불안장애로
자꾸 우울해하고 우니까
혈육이 힐링하라고 햄찌 사진을 보내온다
.
.

졸라귀여워ㅠㅠㅠㅠㅠ"
981,"@Lemong_0330
 님에게 보내는 답글"
982,난 우울증이랑 과수면 때문에 약먹고 그것 때문에 2년만에 20키로 쪘는데 ㅎㅎ 넌 그냥 그게 놀림거리구나? 내가 그래서 살찐 것도 내가 아픈 것도 너에겐 그냥 까내릴 거리구나? 내가 전화하는 것도 귀찮고 집착하는 것 같다고 느끼면 친구 왜 해? 내가 서운한 거 말해도 그걸로 뒷담까는 게 친구야?
983,우울증이 기본으로 깔고있으니깐 뭘하든 너무 힘들다...
984,우울증도 아닌데 왜 그냥 진짜 살기가 싫은거지?
985,청년 실업 자살 우울증 이런거 말이야.. 너무 마음이 아파
986,"St. John's wort 추출한 영양제인가 전에 트위터서도 우울증에 좋다며 추천 돌지 않았나
암튼 막줄 뻘하게 웃김"
987,*Warning 우울증 주의.
988,"이름은 플루토.

HL+19
중~장문 선호.
미완성된 불안한 사람.
애정결핍, 우울증, 염세주의적.
극단적인 감정 기복.
: 순애, 집착, 얀데레, 스킨쉽, 도구, SM, 약물, 주종 관계, 자궁간, 그외 대부분
: 고어, 더티, 광대플, 심한 폭력, NTR"
989,12. 우울증 - ㅅㅂ 낮지를 않아요 점점 심해지기만함 개빡쳐
990,멘탈 갈리니깐 우울증 또 올라고 하네 시발거
991,아냐...차라리우울증이
992,뱀무늬입니다
993,"나 내일 학교에서 우울증 상담한대 족됏어요
결과도 우편으로 온대 진짜 내가 외 사실로 답햇을까"
994,불어수업이 흐지부지해졌다 학생 선생 모두 바쁘다 특히 학생이 바쁘고 샘은 코로나로인한 활동제한으로 우울증이있는거같다 얼마전부터 연락두절됨
995,우울증약 먹으면서 살 너무 많이 쪘는데 그것땜에 존나 우울해
996,"우울증은 그냥... 생겨요 약간 곰팡이나 사마귀 같은 느낌으로다가

관리 못해서 아니냐!!!! -> 곰팡이도 체질따라 쉽게 생겨요 피부곰팡이 아시나요 약간 그런거... 사마귀 생기는거랑 비슷한거죠 웬진 모르겠는데 일단 생김 그리고 치료받아야함"
997,"우울증
애정결핍
강박증
결백증
좆같은 병만 다 가지고있네ㅅㅂ;;"
998,나 인천에서 편하게 자취하면서 사는데 지가 오라고 보고싶다고 지랄염병 싸서 본가로 도살장 끌려오듯 온 대가가 결국은 이거임 우울증 다시 걸리기
999,우울증 좀 더 심해져서 누워만 있고 싶은데 침대에서 일어나야될 일 밖에 없엉 ㅎ3ㅎ
1000,청소년 우울증 유발 요인…＂비만보다 왕따＂ (연구) (출처 : 코메디닷컴 | 네이버 뉴스) http://naver.me/GttndAVi
1001,오늘 엄마랑 싸웠는데 나 우울증 있다니까 나처럼 선머슴아에 목소리 큰 애가 무슨 우울증이냐면서 자기는 죽었어도 몇번을 죽었다고 이딴 소리해서 나도 원래는 고등학교 때 죽었어야 했는데 여즉 살았다고 죽었어야 했는데 이르니까 이미 지나버렸는데 뭐 어쩌라고 식으로 말함… 진짜 엄마 맞나
1002,"어머님개웃긴다
내가 나 우울증같다고 할땐 죽기 직전까지 때리면서 그딴말 하지말라고 한주제에 자기 우울증같다니까 병원가봐 야겠다... 이러네"
1003,그동안 정신과에 다녀왔고... 수면패턴이 너무 안 고쳐져서+만성우울증이 너무 심해져서 다녀온 거였는데... 결과적으로 난 수면장애+우울증+공황이었다. 수면제 먹으면 한시간 내로 잠든다.. 밖에 나갔을때 심장 떨리는건 약 안먹으면 계속 그렇다 공황장애가 아직도 안 나아졌을 줄이야...ㅠ
1004,"시월드 때문에 우울증 왔는데
처음엔 이혼하던가 시월드랑 연 끊으라며 그런 막장 시월드 첨 들어본다던 신경정신과 의사가 치료가 길어지니 내가 마음을 편히 먹어야 낫는다며 그들은 나이 먹어 바뀌지 않으니 내가 바뀌는 게 빠르다 함.
그래서 당신도 어쩔 수 없는 한국 남자구나 하면서 치료 관둠"
1005,먼치맨은 결국 병원 실려갔었구나 우울증 약물 과다복용.....
1006,"@그래도 쳐기는 그쪽이훨씬낫다고봄
나는 다자이 소설읽으면서 현대정신의학이 이룩한발전이 얼마나소중한지 체감하고만것임

ㅁㅈㅁㅈ우리 쳐기 정신과 꾸준히 얌전하게 내원하고 우울증 많이 호전될 상"
1007,무서웠다고 먼저 연락해줘서 고맙다고 하더라 둘 다 멀어졌는지 자세히 기억은 안 나지만 자기가 나를 서운하게 한건 틀림없다며 서로 별 얘기 다했다. 그리고 둘 다 극강의 ENFP인데 우울증에 불안장애 앓고 있고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1008,"뮤지션이 우울증 때문에 외부와의 모든 교류를 끊고 방 안에서 과거를 떠올리며 괴로워하다가 쓴 앨범
숨막히게 그리워하고 슬퍼하는 감정이 좋다"
1009,우울증이라서 그런 건가.. 자꾸 지난 잘못이나 실수들을 하나 하나 되짚어 보면서 내가 얼마나 쓰레기 같은 인간인가 하면서 자기 비하를 하게 되네.. 힘들다
1010,"유튜브 찾아봤는데 난 비정형 우울증 같응...
낮에는 괜찮은데 밤만되면 우울하고
좀만 움직여도 피곤하고
기분 안좋으니까 단 거로 푸는데 살이 점점찌고.. 지금 역대 몸무계 갱신중..
거기다가 이 유형이 쉽게 안 낫는데.. 어뜩하나.."
1011,"비만, 노화, 집중력 저하, 당뇨, 치매, 우울증 , 뇌졸증, 심혈관 질환이 부족한 ""잠"" 때문이라구요???? -"
1012,"하지만 자신이 몬드의 다이루크를 대신할수없다는걸 누구보다 잘 알고 있으니까
우울증 심하게 올거같죠"
1013,ㄹㅇ  막 니가 우울증이면 나도 우울증이겠다라고 말 해서 자기혐오도 심해지고 악화되는듯
1014,"근데 자존감이 워낙에 낮은 새끼들은 그렇게 기억을 못하는 것에 또 상처를 받음.

""그렇게 나에게 수모를 주고도 그걸 기억못해?""

이꼬라지가 나는거임.

자. 여기서 우울증까지 겹치면 생기는 좆같은 일이 시작됨.

존나 삐져서 자기 뒤질거라고 자기 자살할거라고 쒸익쒸익 대면서 집나감"
1015,"@oxedwo
 님에게 보내는 답글"
1016,"늘 말하는것중 하나인데

인간관계에서 제일 좆같고 피곤한 사람이 

자존감은 낮은데 자존심은 높은 사람임.

근데 이런 사람이 우울증까지 같이 왔다?

가족들 인생 아작나는거라고 보면 됨"
1017,"흐아앙 인정해버렸다
우울증도졌다... 흐아앙 아방수처럼울어버리기"
1018,나 중간고사 성적 아직모르는뎅 수학 망하면 진짜 우울증 걸려잇을거 같음
1019,"남편이 우울증에 걸렸다고 말한 것, 실은 그 전까지 남들에게 말하기 부끄러웠다고 솔직히 말한 게 좋았다 그리고 아무 망설임 없이 츠레에게 일 그만두라고 말한 거 현실에서 그렇게 말하는 사람 없을 거 같아서 판타지스러웠만 그래 죽게 생겼는데 일이 중요해?"
1020,우울증 걸린 미키오 옆에 하루코 같은 사람이 있다는 게 판타지 물론 우울증인 걸 알기 전까진 무심했다지만 츠레가 대단하다는 하루코의 말 듣고 지하철에서 우는 거 무슨 마음인지 알아서 왜 저래~하면서 같이 움..
1021,"약 빼먹지 말고......
나 정신상태 조져서 상담받는김에 물어봤더니 약 먹다 안 먹으면 우울증 증세를 보일 수도 있다며 물어보시더라...."
1022,"[경기도민신문] [파주시] 파주시, 코로나블루 안녕! 심리지원 정신건강영화제 개최"
1023,"신드롬이란 단어가 좋다
코로나 블루라는 단어도 좋다"
1024,"이겨내요
과태료
공정한세상
코로나블루
새로운경기
국토교통부그린리모델링
11월13일부터
마스크의무화
올바른마스크착용
조신남
여성주연여성서사
주지훈
창작만화
딜리헙
정금자
원더
독립만화
암투물
hy3AFtQh"
1025,타란티노 같이 생겨가지구 타란티노 영화 찍는줄 알겠어. 뭘 그러케 죽이고 싶어? 너 코로나 블루.병원가서 상담 좀 받아 분노조절장애.
1026,“‘코로나 블루’ 팬데믹 종식돼도 길게 보면 50년 후까지 악영향…대비책 마련해야” (출처 : 세계일보 | 네이버 뉴스) http://naver.me/Fsl4DdMJ
1027,"#코로나블루
.
코로나19 영향으로 우울감을 느끼고 극단적 선택까지 생각하는 사람이 증가하는 것으로 나타났습니다. 특히 20~30대에서 우울감을 느끼고 자살을 생각하는 사람의 비율이 높다고 하는데요. 이에 따라 정부가 자살예방상담 운영을 확대합니다.
. 
#코로나우울증 
https://benefitnews.co.kr/news/policy/266"
